Date,DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
10/22/2022,20191022,2019-10-22,3,Tuesday,22,295,43,October,10,4,2019,2,2,2020,1
10/23/2022,20191023,2019-10-23,4,Wednesday,23,296,43,October,10,4,2019,2,2,2020,1
10/24/2022,20191024,2019-10-24,5,Thursday,24,297,43,October,10,4,2019,2,2,2020,1
10/25/2022,20191025,2019-10-25,6,Friday,25,298,43,October,10,4,2019,2,2,2020,1
10/26/2022,20191026,2019-10-26,7,Saturday,26,299,43,October,10,4,2019,2,2,2020,1
10/27/2022,20191027,2019-10-27,1,Sunday,27,300,44,October,10,4,2019,2,2,2020,1
10/28/2022,20191028,2019-10-28,2,Monday,28,301,44,October,10,4,2019,2,2,2020,1
10/29/2022,20191029,2019-10-29,3,Tuesday,29,302,44,October,10,4,2019,2,2,2020,1
10/30/2022,20191030,2019-10-30,4,Wednesday,30,303,44,October,10,4,2019,2,2,2020,1
10/31/2022,20191031,2019-10-31,5,Thursday,31,304,44,October,10,4,2019,2,2,2020,1
11/01/2022,20191101,2019-11-01,6,Friday,1,305,44,November,11,4,2019,2,2,2020,1
11/02/2022,20191102,2019-11-02,7,Saturday,2,306,44,November,11,4,2019,2,2,2020,1
11/03/2022,20191103,2019-11-03,1,Sunday,3,307,45,November,11,4,2019,2,2,2020,1
11/04/2022,20191104,2019-11-04,2,Monday,4,308,45,November,11,4,2019,2,2,2020,1
11/05/2022,20191105,2019-11-05,3,Tuesday,5,309,45,November,11,4,2019,2,2,2020,1
11/06/2022,20191106,2019-11-06,4,Wednesday,6,310,45,November,11,4,2019,2,2,2020,1
11/07/2022,20191107,2019-11-07,5,Thursday,7,311,45,November,11,4,2019,2,2,2020,1
11/08/2022,20191108,2019-11-08,6,Friday,8,312,45,November,11,4,2019,2,2,2020,1
11/09/2022,20191109,2019-11-09,7,Saturday,9,313,45,November,11,4,2019,2,2,2020,1
11/10/2022,20191110,2019-11-10,1,Sunday,10,314,46,November,11,4,2019,2,2,2020,1
11/11/2022,20191111,2019-11-11,2,Monday,11,315,46,November,11,4,2019,2,2,2020,1
11/12/2022,20191112,2019-11-12,3,Tuesday,12,316,46,November,11,4,2019,2,2,2020,1
11/13/2022,20191113,2019-11-13,4,Wednesday,13,317,46,November,11,4,2019,2,2,2020,1
11/14/2022,20191114,2019-11-14,5,Thursday,14,318,46,November,11,4,2019,2,2,2020,1
11/15/2022,20191115,2019-11-15,6,Friday,15,319,46,November,11,4,2019,2,2,2020,1
11/16/2022,20191116,2019-11-16,7,Saturday,16,320,46,November,11,4,2019,2,2,2020,1
11/17/2022,20191117,2019-11-17,1,Sunday,17,321,47,November,11,4,2019,2,2,2020,1
11/18/2022,20191118,2019-11-18,2,Monday,18,322,47,November,11,4,2019,2,2,2020,1
11/19/2022,20191119,2019-11-19,3,Tuesday,19,323,47,November,11,4,2019,2,2,2020,1
11/20/2022,20191120,2019-11-20,4,Wednesday,20,324,47,November,11,4,2019,2,2,2020,1
11/21/2022,20191121,2019-11-21,5,Thursday,21,325,47,November,11,4,2019,2,2,2020,1
11/22/2022,20191122,2019-11-22,6,Friday,22,326,47,November,11,4,2019,2,2,2020,1
11/23/2022,20191123,2019-11-23,7,Saturday,23,327,47,November,11,4,2019,2,2,2020,1
11/24/2022,20191124,2019-11-24,1,Sunday,24,328,48,November,11,4,2019,2,2,2020,1
11/25/2022,20191125,2019-11-25,2,Monday,25,329,48,November,11,4,2019,2,2,2020,1
11/26/2022,20191126,2019-11-26,3,Tuesday,26,330,48,November,11,4,2019,2,2,2020,1
11/27/2022,20191127,2019-11-27,4,Wednesday,27,331,48,November,11,4,2019,2,2,2020,1
11/28/2022,20191128,2019-11-28,5,Thursday,28,332,48,November,11,4,2019,2,2,2020,1
11/29/2022,20191129,2019-11-29,6,Friday,29,333,48,November,11,4,2019,2,2,2020,1
11/30/2022,20191130,2019-11-30,7,Saturday,30,334,48,November,11,4,2019,2,2,2020,1
12/01/2022,20191201,2019-12-01,1,Sunday,1,335,49,December,12,4,2019,2,2,2020,1
12/02/2022,20191202,2019-12-02,2,Monday,2,336,49,December,12,4,2019,2,2,2020,1
12/03/2022,20191203,2019-12-03,3,Tuesday,3,337,49,December,12,4,2019,2,2,2020,1
12/04/2022,20191204,2019-12-04,4,Wednesday,4,338,49,December,12,4,2019,2,2,2020,1
12/05/2022,20191205,2019-12-05,5,Thursday,5,339,49,December,12,4,2019,2,2,2020,1
12/06/2022,20191206,2019-12-06,6,Friday,6,340,49,December,12,4,2019,2,2,2020,1
12/07/2022,20191207,2019-12-07,7,Saturday,7,341,49,December,12,4,2019,2,2,2020,1
12/08/2022,20191208,2019-12-08,1,Sunday,8,342,50,December,12,4,2019,2,2,2020,1
12/09/2022,20191209,2019-12-09,2,Monday,9,343,50,December,12,4,2019,2,2,2020,1
12/10/2022,20191210,2019-12-10,3,Tuesday,10,344,50,December,12,4,2019,2,2,2020,1
12/11/2022,20191211,2019-12-11,4,Wednesday,11,345,50,December,12,4,2019,2,2,2020,1
12/12/2022,20191212,2019-12-12,5,Thursday,12,346,50,December,12,4,2019,2,2,2020,1
12/13/2022,20191213,2019-12-13,6,Friday,13,347,50,December,12,4,2019,2,2,2020,1
12/14/2022,20191214,2019-12-14,7,Saturday,14,348,50,December,12,4,2019,2,2,2020,1
12/15/2022,20191215,2019-12-15,1,Sunday,15,349,51,December,12,4,2019,2,2,2020,1
12/16/2022,20191216,2019-12-16,2,Monday,16,350,51,December,12,4,2019,2,2,2020,1
12/17/2022,20191217,2019-12-17,3,Tuesday,17,351,51,December,12,4,2019,2,2,2020,1
12/18/2022,20191218,2019-12-18,4,Wednesday,18,352,51,December,12,4,2019,2,2,2020,1
12/19/2022,20191219,2019-12-19,5,Thursday,19,353,51,December,12,4,2019,2,2,2020,1
12/20/2022,20191220,2019-12-20,6,Friday,20,354,51,December,12,4,2019,2,2,2020,1
12/21/2022,20191221,2019-12-21,7,Saturday,21,355,51,December,12,4,2019,2,2,2020,1
12/22/2022,20191222,2019-12-22,1,Sunday,22,356,52,December,12,4,2019,2,2,2020,1
12/23/2022,20191223,2019-12-23,2,Monday,23,357,52,December,12,4,2019,2,2,2020,1
12/24/2022,20191224,2019-12-24,3,Tuesday,24,358,52,December,12,4,2019,2,2,2020,1
12/25/2022,20191225,2019-12-25,4,Wednesday,25,359,52,December,12,4,2019,2,2,2020,1
12/26/2022,20191226,2019-12-26,5,Thursday,26,360,52,December,12,4,2019,2,2,2020,1
12/27/2022,20191227,2019-12-27,6,Friday,27,361,52,December,12,4,2019,2,2,2020,1
12/28/2022,20191228,2019-12-28,7,Saturday,28,362,52,December,12,4,2019,2,2,2020,1
12/29/2022,20191229,2019-12-29,1,Sunday,29,363,53,December,12,4,2019,2,2,2020,1
12/30/2022,20191230,2019-12-30,2,Monday,30,364,53,December,12,4,2019,2,2,2020,1
12/31/2022,20191231,2019-12-31,3,Tuesday,31,365,53,December,12,4,2019,2,2,2020,1
01/01/2023,20200101,2020-01-01,4,Wednesday,1,1,1,January,1,1,2020,1,3,2020,2
01/02/2023,20200102,2020-01-02,5,Thursday,2,2,1,January,1,1,2020,1,3,2020,2
01/03/2023,20200103,2020-01-03,6,Friday,3,3,1,January,1,1,2020,1,3,2020,2
01/04/2023,20200104,2020-01-04,7,Saturday,4,4,1,January,1,1,2020,1,3,2020,2
01/05/2023,20200105,2020-01-05,1,Sunday,5,5,2,January,1,1,2020,1,3,2020,2
01/06/2023,20200106,2020-01-06,2,Monday,6,6,2,January,1,1,2020,1,3,2020,2
01/07/2023,20200107,2020-01-07,3,Tuesday,7,7,2,January,1,1,2020,1,3,2020,2
01/08/2023,20200108,2020-01-08,4,Wednesday,8,8,2,January,1,1,2020,1,3,2020,2
01/09/2023,20200109,2020-01-09,5,Thursday,9,9,2,January,1,1,2020,1,3,2020,2
01/10/2023,20200110,2020-01-10,6,Friday,10,10,2,January,1,1,2020,1,3,2020,2
01/11/2023,20200111,2020-01-11,7,Saturday,11,11,2,January,1,1,2020,1,3,2020,2
01/12/2023,20200112,2020-01-12,1,Sunday,12,12,3,January,1,1,2020,1,3,2020,2
01/13/2023,20200113,2020-01-13,2,Monday,13,13,3,January,1,1,2020,1,3,2020,2
01/14/2023,20200114,2020-01-14,3,Tuesday,14,14,3,January,1,1,2020,1,3,2020,2
01/15/2023,20200115,2020-01-15,4,Wednesday,15,15,3,January,1,1,2020,1,3,2020,2
01/16/2023,20200116,2020-01-16,5,Thursday,16,16,3,January,1,1,2020,1,3,2020,2
01/17/2023,20200117,2020-01-17,6,Friday,17,17,3,January,1,1,2020,1,3,2020,2
01/18/2023,20200118,2020-01-18,7,Saturday,18,18,3,January,1,1,2020,1,3,2020,2
01/19/2023,20200119,2020-01-19,1,Sunday,19,19,4,January,1,1,2020,1,3,2020,2
01/20/2023,20200120,2020-01-20,2,Monday,20,20,4,January,1,1,2020,1,3,2020,2
01/21/2023,20200121,2020-01-21,3,Tuesday,21,21,4,January,1,1,2020,1,3,2020,2
01/22/2023,20200122,2020-01-22,4,Wednesday,22,22,4,January,1,1,2020,1,3,2020,2
01/23/2023,20200123,2020-01-23,5,Thursday,23,23,4,January,1,1,2020,1,3,2020,2
01/24/2023,20200124,2020-01-24,6,Friday,24,24,4,January,1,1,2020,1,3,2020,2
01/25/2023,20200125,2020-01-25,7,Saturday,25,25,4,January,1,1,2020,1,3,2020,2
01/26/2023,20200126,2020-01-26,1,Sunday,26,26,5,January,1,1,2020,1,3,2020,2
01/27/2023,20200127,2020-01-27,2,Monday,27,27,5,January,1,1,2020,1,3,2020,2
01/28/2023,20200128,2020-01-28,3,Tuesday,28,28,5,January,1,1,2020,1,3,2020,2
01/29/2023,20200129,2020-01-29,4,Wednesday,29,29,5,January,1,1,2020,1,3,2020,2
01/30/2023,20200130,2020-01-30,5,Thursday,30,30,5,January,1,1,2020,1,3,2020,2
01/31/2023,20200131,2020-01-31,6,Friday,31,31,5,January,1,1,2020,1,3,2020,2
02/01/2023,20200201,2020-02-01,7,Saturday,1,32,5,February,2,1,2020,1,3,2020,2
02/02/2023,20200202,2020-02-02,1,Sunday,2,33,6,February,2,1,2020,1,3,2020,2
02/03/2023,20200203,2020-02-03,2,Monday,3,34,6,February,2,1,2020,1,3,2020,2
02/04/2023,20200204,2020-02-04,3,Tuesday,4,35,6,February,2,1,2020,1,3,2020,2
02/05/2023,20200205,2020-02-05,4,Wednesday,5,36,6,February,2,1,2020,1,3,2020,2
02/06/2023,20200206,2020-02-06,5,Thursday,6,37,6,February,2,1,2020,1,3,2020,2
02/07/2023,20200207,2020-02-07,6,Friday,7,38,6,February,2,1,2020,1,3,2020,2
02/08/2023,20200208,2020-02-08,7,Saturday,8,39,6,February,2,1,2020,1,3,2020,2
02/09/2023,20200209,2020-02-09,1,Sunday,9,40,7,February,2,1,2020,1,3,2020,2
02/10/2023,20200210,2020-02-10,2,Monday,10,41,7,February,2,1,2020,1,3,2020,2
02/11/2023,20200211,2020-02-11,3,Tuesday,11,42,7,February,2,1,2020,1,3,2020,2
02/12/2023,20200212,2020-02-12,4,Wednesday,12,43,7,February,2,1,2020,1,3,2020,2
02/13/2023,20200213,2020-02-13,5,Thursday,13,44,7,February,2,1,2020,1,3,2020,2
02/14/2023,20200214,2020-02-14,6,Friday,14,45,7,February,2,1,2020,1,3,2020,2
02/15/2023,20200215,2020-02-15,7,Saturday,15,46,7,February,2,1,2020,1,3,2020,2
02/16/2023,20200216,2020-02-16,1,Sunday,16,47,8,February,2,1,2020,1,3,2020,2
02/17/2023,20200217,2020-02-17,2,Monday,17,48,8,February,2,1,2020,1,3,2020,2
02/18/2023,20200218,2020-02-18,3,Tuesday,18,49,8,February,2,1,2020,1,3,2020,2
02/19/2023,20200219,2020-02-19,4,Wednesday,19,50,8,February,2,1,2020,1,3,2020,2
02/20/2023,20200220,2020-02-20,5,Thursday,20,51,8,February,2,1,2020,1,3,2020,2
02/21/2023,20200221,2020-02-21,6,Friday,21,52,8,February,2,1,2020,1,3,2020,2
02/22/2023,20200222,2020-02-22,7,Saturday,22,53,8,February,2,1,2020,1,3,2020,2
02/23/2023,20200223,2020-02-23,1,Sunday,23,54,9,February,2,1,2020,1,3,2020,2
02/24/2023,20200224,2020-02-24,2,Monday,24,55,9,February,2,1,2020,1,3,2020,2
02/25/2023,20200225,2020-02-25,3,Tuesday,25,56,9,February,2,1,2020,1,3,2020,2
02/26/2023,20200226,2020-02-26,4,Wednesday,26,57,9,February,2,1,2020,1,3,2020,2
02/27/2023,20200227,2020-02-27,5,Thursday,27,58,9,February,2,1,2020,1,3,2020,2
02/28/2023,20200228,2020-02-28,6,Friday,28,59,9,February,2,1,2020,1,3,2020,2
02/29/2023,20200229,2020-02-29,7,Saturday,29,60,9,February,2,1,2020,1,3,2020,2
03/01/2023,20200301,2020-03-01,1,Sunday,1,61,10,March,3,1,2020,1,3,2020,2
03/02/2023,20200302,2020-03-02,2,Monday,2,62,10,March,3,1,2020,1,3,2020,2
03/03/2023,20200303,2020-03-03,3,Tuesday,3,63,10,March,3,1,2020,1,3,2020,2
03/04/2023,20200304,2020-03-04,4,Wednesday,4,64,10,March,3,1,2020,1,3,2020,2
03/05/2023,20200305,2020-03-05,5,Thursday,5,65,10,March,3,1,2020,1,3,2020,2
03/06/2023,20200306,2020-03-06,6,Friday,6,66,10,March,3,1,2020,1,3,2020,2
03/07/2023,20200307,2020-03-07,7,Saturday,7,67,10,March,3,1,2020,1,3,2020,2
03/08/2023,20200308,2020-03-08,1,Sunday,8,68,11,March,3,1,2020,1,3,2020,2
03/09/2023,20200309,2020-03-09,2,Monday,9,69,11,March,3,1,2020,1,3,2020,2
03/10/2023,20200310,2020-03-10,3,Tuesday,10,70,11,March,3,1,2020,1,3,2020,2
03/11/2023,20200311,2020-03-11,4,Wednesday,11,71,11,March,3,1,2020,1,3,2020,2
03/12/2023,20200312,2020-03-12,5,Thursday,12,72,11,March,3,1,2020,1,3,2020,2
03/13/2023,20200313,2020-03-13,6,Friday,13,73,11,March,3,1,2020,1,3,2020,2
03/14/2023,20200314,2020-03-14,7,Saturday,14,74,11,March,3,1,2020,1,3,2020,2
03/15/2023,20200315,2020-03-15,1,Sunday,15,75,12,March,3,1,2020,1,3,2020,2
03/16/2023,20200316,2020-03-16,2,Monday,16,76,12,March,3,1,2020,1,3,2020,2
03/17/2023,20200317,2020-03-17,3,Tuesday,17,77,12,March,3,1,2020,1,3,2020,2
03/18/2023,20200318,2020-03-18,4,Wednesday,18,78,12,March,3,1,2020,1,3,2020,2
03/19/2023,20200319,2020-03-19,5,Thursday,19,79,12,March,3,1,2020,1,3,2020,2
03/20/2023,20200320,2020-03-20,6,Friday,20,80,12,March,3,1,2020,1,3,2020,2
03/21/2023,20200321,2020-03-21,7,Saturday,21,81,12,March,3,1,2020,1,3,2020,2
03/22/2023,20200322,2020-03-22,1,Sunday,22,82,13,March,3,1,2020,1,3,2020,2
03/23/2023,20200323,2020-03-23,2,Monday,23,83,13,March,3,1,2020,1,3,2020,2
03/24/2023,20200324,2020-03-24,3,Tuesday,24,84,13,March,3,1,2020,1,3,2020,2
03/25/2023,20200325,2020-03-25,4,Wednesday,25,85,13,March,3,1,2020,1,3,2020,2
03/26/2023,20200326,2020-03-26,5,Thursday,26,86,13,March,3,1,2020,1,3,2020,2
03/27/2023,20200327,2020-03-27,6,Friday,27,87,13,March,3,1,2020,1,3,2020,2
03/28/2023,20200328,2020-03-28,7,Saturday,28,88,13,March,3,1,2020,1,3,2020,2
03/29/2023,20200329,2020-03-29,1,Sunday,29,89,14,March,3,1,2020,1,3,2020,2
03/30/2023,20200330,2020-03-30,2,Monday,30,90,14,March,3,1,2020,1,3,2020,2
03/31/2023,20200331,2020-03-31,3,Tuesday,31,91,14,March,3,1,2020,1,3,2020,2
04/01/2023,20200401,2020-04-01,4,Wednesday,1,92,14,April,4,2,2020,1,4,2020,2
04/02/2023,20200402,2020-04-02,5,Thursday,2,93,14,April,4,2,2020,1,4,2020,2
04/03/2023,20200403,2020-04-03,6,Friday,3,94,14,April,4,2,2020,1,4,2020,2
04/04/2023,20200404,2020-04-04,7,Saturday,4,95,14,April,4,2,2020,1,4,2020,2
04/05/2023,20200405,2020-04-05,1,Sunday,5,96,15,April,4,2,2020,1,4,2020,2
04/06/2023,20200406,2020-04-06,2,Monday,6,97,15,April,4,2,2020,1,4,2020,2
04/07/2023,20200407,2020-04-07,3,Tuesday,7,98,15,April,4,2,2020,1,4,2020,2
04/08/2023,20200408,2020-04-08,4,Wednesday,8,99,15,April,4,2,2020,1,4,2020,2
04/09/2023,20200409,2020-04-09,5,Thursday,9,100,15,April,4,2,2020,1,4,2020,2
04/10/2023,20200410,2020-04-10,6,Friday,10,101,15,April,4,2,2020,1,4,2020,2
04/11/2023,20200411,2020-04-11,7,Saturday,11,102,15,April,4,2,2020,1,4,2020,2
04/12/2023,20200412,2020-04-12,1,Sunday,12,103,16,April,4,2,2020,1,4,2020,2
04/13/2023,20200413,2020-04-13,2,Monday,13,104,16,April,4,2,2020,1,4,2020,2
04/14/2023,20200414,2020-04-14,3,Tuesday,14,105,16,April,4,2,2020,1,4,2020,2
04/15/2023,20200415,2020-04-15,4,Wednesday,15,106,16,April,4,2,2020,1,4,2020,2
04/16/2023,20200416,2020-04-16,5,Thursday,16,107,16,April,4,2,2020,1,4,2020,2
04/17/2023,20200417,2020-04-17,6,Friday,17,108,16,April,4,2,2020,1,4,2020,2
04/18/2023,20200418,2020-04-18,7,Saturday,18,109,16,April,4,2,2020,1,4,2020,2
04/19/2023,20200419,2020-04-19,1,Sunday,19,110,17,April,4,2,2020,1,4,2020,2
04/20/2023,20200420,2020-04-20,2,Monday,20,111,17,April,4,2,2020,1,4,2020,2
04/21/2023,20200421,2020-04-21,3,Tuesday,21,112,17,April,4,2,2020,1,4,2020,2
04/22/2023,20200422,2020-04-22,4,Wednesday,22,113,17,April,4,2,2020,1,4,2020,2
04/23/2023,20200423,2020-04-23,5,Thursday,23,114,17,April,4,2,2020,1,4,2020,2
04/24/2023,20200424,2020-04-24,6,Friday,24,115,17,April,4,2,2020,1,4,2020,2
04/25/2023,20200425,2020-04-25,7,Saturday,25,116,17,April,4,2,2020,1,4,2020,2
04/26/2023,20200426,2020-04-26,1,Sunday,26,117,18,April,4,2,2020,1,4,2020,2
04/27/2023,20200427,2020-04-27,2,Monday,27,118,18,April,4,2,2020,1,4,2020,2
04/28/2023,20200428,2020-04-28,3,Tuesday,28,119,18,April,4,2,2020,1,4,2020,2
04/29/2023,20200429,2020-04-29,4,Wednesday,29,120,18,April,4,2,2020,1,4,2020,2
04/30/2023,20200430,2020-04-30,5,Thursday,30,121,18,April,4,2,2020,1,4,2020,2
05/01/2023,20200501,2020-05-01,6,Friday,1,122,18,May,5,2,2020,1,4,2020,2
05/02/2023,20200502,2020-05-02,7,Saturday,2,123,18,May,5,2,2020,1,4,2020,2
05/03/2023,20200503,2020-05-03,1,Sunday,3,124,19,May,5,2,2020,1,4,2020,2
05/04/2023,20200504,2020-05-04,2,Monday,4,125,19,May,5,2,2020,1,4,2020,2
05/05/2023,20200505,2020-05-05,3,Tuesday,5,126,19,May,5,2,2020,1,4,2020,2
05/06/2023,20200506,2020-05-06,4,Wednesday,6,127,19,May,5,2,2020,1,4,2020,2
05/07/2023,20200507,2020-05-07,5,Thursday,7,128,19,May,5,2,2020,1,4,2020,2
05/08/2023,20200508,2020-05-08,6,Friday,8,129,19,May,5,2,2020,1,4,2020,2
05/09/2023,20200509,2020-05-09,7,Saturday,9,130,19,May,5,2,2020,1,4,2020,2
05/10/2023,20200510,2020-05-10,1,Sunday,10,131,20,May,5,2,2020,1,4,2020,2
05/11/2023,20200511,2020-05-11,2,Monday,11,132,20,May,5,2,2020,1,4,2020,2
05/12/2023,20200512,2020-05-12,3,Tuesday,12,133,20,May,5,2,2020,1,4,2020,2
05/13/2023,20200513,2020-05-13,4,Wednesday,13,134,20,May,5,2,2020,1,4,2020,2
05/14/2023,20200514,2020-05-14,5,Thursday,14,135,20,May,5,2,2020,1,4,2020,2
05/15/2023,20200515,2020-05-15,6,Friday,15,136,20,May,5,2,2020,1,4,2020,2
05/16/2023,20200516,2020-05-16,7,Saturday,16,137,20,May,5,2,2020,1,4,2020,2
05/17/2023,20200517,2020-05-17,1,Sunday,17,138,21,May,5,2,2020,1,4,2020,2
05/18/2023,20200518,2020-05-18,2,Monday,18,139,21,May,5,2,2020,1,4,2020,2
05/19/2023,20200519,2020-05-19,3,Tuesday,19,140,21,May,5,2,2020,1,4,2020,2
05/20/2023,20200520,2020-05-20,4,Wednesday,20,141,21,May,5,2,2020,1,4,2020,2
05/21/2023,20200521,2020-05-21,5,Thursday,21,142,21,May,5,2,2020,1,4,2020,2
05/22/2023,20200522,2020-05-22,6,Friday,22,143,21,May,5,2,2020,1,4,2020,2
05/23/2023,20200523,2020-05-23,7,Saturday,23,144,21,May,5,2,2020,1,4,2020,2
05/24/2023,20200524,2020-05-24,1,Sunday,24,145,22,May,5,2,2020,1,4,2020,2
05/25/2023,20200525,2020-05-25,2,Monday,25,146,22,May,5,2,2020,1,4,2020,2
05/26/2023,20200526,2020-05-26,3,Tuesday,26,147,22,May,5,2,2020,1,4,2020,2
05/27/2023,20200527,2020-05-27,4,Wednesday,27,148,22,May,5,2,2020,1,4,2020,2
05/28/2023,20200528,2020-05-28,5,Thursday,28,149,22,May,5,2,2020,1,4,2020,2
05/29/2023,20200529,2020-05-29,6,Friday,29,150,22,May,5,2,2020,1,4,2020,2
05/30/2023,20200530,2020-05-30,7,Saturday,30,151,22,May,5,2,2020,1,4,2020,2
05/31/2023,20200531,2020-05-31,1,Sunday,31,152,23,May,5,2,2020,1,4,2020,2
06/01/2023,20200601,2020-06-01,2,Monday,1,153,23,June,6,2,2020,1,4,2020,2
06/02/2023,20200602,2020-06-02,3,Tuesday,2,154,23,June,6,2,2020,1,4,2020,2
06/03/2023,20200603,2020-06-03,4,Wednesday,3,155,23,June,6,2,2020,1,4,2020,2
06/04/2023,20200604,2020-06-04,5,Thursday,4,156,23,June,6,2,2020,1,4,2020,2
06/05/2023,20200605,2020-06-05,6,Friday,5,157,23,June,6,2,2020,1,4,2020,2
06/06/2023,20200606,2020-06-06,7,Saturday,6,158,23,June,6,2,2020,1,4,2020,2
06/07/2023,20200607,2020-06-07,1,Sunday,7,159,24,June,6,2,2020,1,4,2020,2
06/08/2023,20200608,2020-06-08,2,Monday,8,160,24,June,6,2,2020,1,4,2020,2
06/09/2023,20200609,2020-06-09,3,Tuesday,9,161,24,June,6,2,2020,1,4,2020,2
06/10/2023,20200610,2020-06-10,4,Wednesday,10,162,24,June,6,2,2020,1,4,2020,2
06/11/2023,20200611,2020-06-11,5,Thursday,11,163,24,June,6,2,2020,1,4,2020,2
06/12/2023,20200612,2020-06-12,6,Friday,12,164,24,June,6,2,2020,1,4,2020,2
06/13/2023,20200613,2020-06-13,7,Saturday,13,165,24,June,6,2,2020,1,4,2020,2
06/14/2023,20200614,2020-06-14,1,Sunday,14,166,25,June,6,2,2020,1,4,2020,2
06/15/2023,20200615,2020-06-15,2,Monday,15,167,25,June,6,2,2020,1,4,2020,2
06/16/2023,20200616,2020-06-16,3,Tuesday,16,168,25,June,6,2,2020,1,4,2020,2
06/17/2023,20200617,2020-06-17,4,Wednesday,17,169,25,June,6,2,2020,1,4,2020,2
06/18/2023,20200618,2020-06-18,5,Thursday,18,170,25,June,6,2,2020,1,4,2020,2
06/19/2023,20200619,2020-06-19,6,Friday,19,171,25,June,6,2,2020,1,4,2020,2
06/20/2023,20200620,2020-06-20,7,Saturday,20,172,25,June,6,2,2020,1,4,2020,2
06/21/2023,20200621,2020-06-21,1,Sunday,21,173,26,June,6,2,2020,1,4,2020,2
06/22/2023,20200622,2020-06-22,2,Monday,22,174,26,June,6,2,2020,1,4,2020,2
06/23/2023,20200623,2020-06-23,3,Tuesday,23,175,26,June,6,2,2020,1,4,2020,2
06/24/2023,20200624,2020-06-24,4,Wednesday,24,176,26,June,6,2,2020,1,4,2020,2
06/25/2023,20200625,2020-06-25,5,Thursday,25,177,26,June,6,2,2020,1,4,2020,2
06/26/2023,20200626,2020-06-26,6,Friday,26,178,26,June,6,2,2020,1,4,2020,2
06/27/2023,20200627,2020-06-27,7,Saturday,27,179,26,June,6,2,2020,1,4,2020,2
06/28/2023,20200628,2020-06-28,1,Sunday,28,180,27,June,6,2,2020,1,4,2020,2
06/29/2023,20200629,2020-06-29,2,Monday,29,181,27,June,6,2,2020,1,4,2020,2
06/30/2023,20200630,2020-06-30,3,Tuesday,30,182,27,June,6,2,2020,1,4,2020,2
07/01/2023,20200701,2020-07-01,4,Wednesday,1,183,27,July,7,3,2020,2,1,2021,1
07/02/2023,20200702,2020-07-02,5,Thursday,2,184,27,July,7,3,2020,2,1,2021,1
07/03/2023,20200703,2020-07-03,6,Friday,3,185,27,July,7,3,2020,2,1,2021,1
07/04/2023,20200704,2020-07-04,7,Saturday,4,186,27,July,7,3,2020,2,1,2021,1
07/05/2023,20200705,2020-07-05,1,Sunday,5,187,28,July,7,3,2020,2,1,2021,1
07/06/2023,20200706,2020-07-06,2,Monday,6,188,28,July,7,3,2020,2,1,2021,1
07/07/2023,20200707,2020-07-07,3,Tuesday,7,189,28,July,7,3,2020,2,1,2021,1
07/08/2023,20200708,2020-07-08,4,Wednesday,8,190,28,July,7,3,2020,2,1,2021,1
07/09/2023,20200709,2020-07-09,5,Thursday,9,191,28,July,7,3,2020,2,1,2021,1
07/10/2023,20200710,2020-07-10,6,Friday,10,192,28,July,7,3,2020,2,1,2021,1
07/11/2023,20200711,2020-07-11,7,Saturday,11,193,28,July,7,3,2020,2,1,2021,1
07/12/2023,20200712,2020-07-12,1,Sunday,12,194,29,July,7,3,2020,2,1,2021,1
07/13/2023,20200713,2020-07-13,2,Monday,13,195,29,July,7,3,2020,2,1,2021,1
07/14/2023,20200714,2020-07-14,3,Tuesday,14,196,29,July,7,3,2020,2,1,2021,1
07/15/2023,20200715,2020-07-15,4,Wednesday,15,197,29,July,7,3,2020,2,1,2021,1
07/16/2023,20200716,2020-07-16,5,Thursday,16,198,29,July,7,3,2020,2,1,2021,1
07/17/2023,20200717,2020-07-17,6,Friday,17,199,29,July,7,3,2020,2,1,2021,1
07/18/2023,20200718,2020-07-18,7,Saturday,18,200,29,July,7,3,2020,2,1,2021,1
07/19/2023,20200719,2020-07-19,1,Sunday,19,201,30,July,7,3,2020,2,1,2021,1
07/20/2023,20200720,2020-07-20,2,Monday,20,202,30,July,7,3,2020,2,1,2021,1
07/21/2023,20200721,2020-07-21,3,Tuesday,21,203,30,July,7,3,2020,2,1,2021,1
07/22/2023,20200722,2020-07-22,4,Wednesday,22,204,30,July,7,3,2020,2,1,2021,1
07/23/2023,20200723,2020-07-23,5,Thursday,23,205,30,July,7,3,2020,2,1,2021,1
07/24/2023,20200724,2020-07-24,6,Friday,24,206,30,July,7,3,2020,2,1,2021,1
07/25/2023,20200725,2020-07-25,7,Saturday,25,207,30,July,7,3,2020,2,1,2021,1
07/26/2023,20200726,2020-07-26,1,Sunday,26,208,31,July,7,3,2020,2,1,2021,1
07/27/2023,20200727,2020-07-27,2,Monday,27,209,31,July,7,3,2020,2,1,2021,1
07/28/2023,20200728,2020-07-28,3,Tuesday,28,210,31,July,7,3,2020,2,1,2021,1
07/29/2023,20200729,2020-07-29,4,Wednesday,29,211,31,July,7,3,2020,2,1,2021,1
